dataset_review_id,review_id,source_pool_id,scenario,base_seed,effective_seed,property_id,property_name,accommodation_type,city,country,latitude,longitude,area_type,reviewer_country,traveler_type,language,language_name,review_date,stay_month,nights,rating,review_title,review_text,topic,sentiment,is_safety_related,safety_category,safety_concern_level,safety_signal,expected_action,labels
HOST_FOCUS-00017,H4H-REV-02766,SRC-02766,host_focus,20260522,3320893530,PROP-0555,Urban Lofts,boutique_hotel,Tokyo,Japan,35.633351,139.692003,transit_hub,Belgium,couple,fr,French,2025-08-04,2025-06,5,4.9,Pourrait etre mieux,"Pendant 5 nuits, le Wi-Fi se coupait souvent pendant le sejour, et cela a tire l'experience vers le bas a Urban Lofts. J'ai pu gerer pour un court sejour, mais je ne le choisirais pas encore au meme prix pendant mes 5 nuits a Tokyo. La plupart de mes plans etaient dehors a Tokyo, donc Urban Lofts servait surtout a recuperer.",wifi,negative,false,,none,,,non_safety|wifi|negative
HOST_FOCUS-00018,H4H-REV-07206,SRC-07206,host_focus,20260522,3320893530,PROP-0272,Lantern Lodge,hostel,Amsterdam,Netherlands,52.347022,4.937705,central,Belgium,business,de,German,2024-12-30,2024-11,9,4.7,Hat gut gepasst,"Lantern Lodge passte gut fur eine Arbeitsreise; das Zimmer war ruhig genug zum Schlafen wahrend meiner 9 Nachte in Amsterdam. Die Fotos passten recht gut zu dem, was ich bei der Ankunft vorfand, was meinen Eindruck vom Lantern Lodge pragte. Ich kam nach einem verspateten Zug an und blieb 9 Nachte im Lantern Lodge.",noise,positive,false,,none,,,non_safety|noise|positive
HOST_FOCUS-00019,H4H-REV-03048,SRC-03048,host_focus,20260522,3320893530,PROP-0087,Meridian Rooms Mexico City,hostel,Mexico City,Mexico,19.452655,-99.093722,nightlife_district,India,couple,en,English,2025-06-15,2025-06,8,4.3,Worked well for the trip,"I mainly needed a reliable place in Mexico City, and the Wi-Fi was reliable for calls and planning during my 8 nights booking at Meridian Rooms Mexico City. Most of my plans were outside in Mexico City, so Meridian Rooms Mexico City was mainly a place to reset. Small things like clear instructions and a tidy room made the stay easy on this conference stay at Meridian Rooms Mexico City.",wifi,positive,false,,none,,,non_safety|wifi|positive
HOST_FOCUS-00020,H4H-REV-08918,SRC-08918,host_focus,20260522,3320893530,PROP-0496,Mosaic Residences,budget_guesthouse,Bogotá,Colombia,4.689711,-74.088603,central,Italy,friends,en,English,2024-10-08,2024-10,1,4.3,Fine for a short stay,"Mosaic Residences was workable for 1 night, although I would compare options next time while I was in Bogotá for 1 night. Nothing ruined the trip, but the experience felt more functional than memorable at Mosaic Residences. I checked in after a delayed train and stayed at Mosaic Residences for 1 night.",value,neutral,false,,none,,,non_safety|value|neutral
HOST_FOCUS-00021,H4H-REV-02106,SRC-02106,host_focus,20260522,3320893530,PROP-0138,Station Residences London,mid_range_hotel,London,United Kingdom,51.536084,-0.180859,nightlife_district,United States,solo_female,es,Spanish,2025-10-30,2025-09,9,4.6,Comodo para el viaje,"La reserva en Station Residences London, London, funciono sin demasiada friccion durante 9 noches en Station Residences London. Llegar a Station Residences London fue sencillo cuando llegue tarde por la noche.",noise,positive,false,,none,,,non_safety|noise|positive
HOST_FOCUS-00022,H4H-REV-05064,SRC-05064,host_focus,20260522,3320893530,PROP-0473,Harbor Suites Paris,boutique_hotel,Paris,France,48.830051,2.404708,residential,Canada,solo_female,it,Italian,2025-06-17,2025-05,3,2.7,Soggiorno deludente,"Potevo ignorare piccole cose, ma materasso e cuscini erano scomodi, quindi sono partita delusa in questo soggiorno per weekend a Harbor Suites Paris. Dall'annuncio e dal punteggio mi aspettavo un soggiorno piu fluido durante i miei 3 notti a Paris. Trovare Harbor Suites Paris e stato semplice quando sono arrivata circa all'orario di check-in.",comfort,negative,false,,none,,,non_safety|comfort|negative
HOST_FOCUS-00023,H4H-REV-00023,SRC-00023,host_focus,20260522,3320893530,PROP-0372,Vista House,hostel,Bangkok,Thailand,13.796661,100.453883,nightlife_district,Australia,friends,ar,Arabic,2026-03-01,2026-01,9,3.5,ليس كما توقعت,حجزت Vista House من اجل رحلة مع اصدقاء وبقيت 9 ليال. كان الموقع ابعد عن المواصلات مما ورد في الاعلان خلال 9 ليال في Bangkok. لم يؤثر ذلك على سلامتي الشخصية، لكنه جعل الاقامة اقل راحة خلال حجزي لمدة 9 ليال في Vista House. كان ممكنا تحمله لاقامة قصيرة، لكنني لن اختاره مرة اخرى بنفس السعر في Vista House.,location_positive,negative,false,,none,,,non_safety|location_positive|negative
HOST_FOCUS-00024,H4H-REV-09821,SRC-09821,host_focus,20260522,3320893530,PROP-0625,Cobalt Stay,boutique_hotel,Bangkok,Thailand,13.773368,100.530246,waterfront,United Kingdom,family,es,Spanish,2026-02-18,2026-02,7,4.4,Podria mejorar,"El Wi-Fi se desconectaba durante la estancia mientras estaba 7 noches en Bangkok. No afecto mi seguridad personal, pero si hizo la estancia menos comoda en Cobalt Stay. Mi idea era usar Cobalt Stay entre planes en Bangkok.",wifi,negative,false,,none,,,non_safety|wifi|negative
HOST_FOCUS-00025,H4H-REV-07153,SRC-07153,host_focus,20260522,3320893530,PROP-0318,Harbor Rooms,boutique_hotel,Barcelona,Spain,41.408535,2.150282,transit_hub,Italy,friends,de,German,2025-05-25,2025-03,5,2.7,Enttauschender Aufenthalt,"Ich hatte Harbor Rooms fur eine Reise mit Freunden gebucht und blieb 5 Nachte. Kleine Dinge konnte ich ubersehen, aber der Check-in war verwirrend und schlecht koordiniert, daher reiste ich enttauscht ab, was meinen Eindruck vom Harbor Rooms pragte. Das Problem trat mehr als einmal auf und beeinflusste den Gesamteindruck, was meinen Eindruck vom Harbor Rooms pragte.",check_in,negative,false,,none,,,non_safety|check_in|negative
HOST_FOCUS-00026,H4H-REV-01043,SRC-01043,host_focus,20260522,3320893530,PROP-0206,Luma Lodge,budget_guesthouse,Amsterdam,Netherlands,52.403721,4.915280,central,United States,business,en,English,2025-10-28,2025-08,9,4.5,Could be better,"This was a work stay, with 9 nights booked at Luma Lodge. Luma Lodge did not match what I expected in Amsterdam; service was slow when we needed help while I was in Amsterdam for 9 nights.",service,negative,false,,none,,,non_safety|service|negative
HOST_FOCUS-00027,H4H-REV-06145,SRC-06145,host_focus,20260522,3320893530,PROP-0269,Lantern Inn,hostel,Copenhagen,Denmark,55.667319,12.602440,central,Japan,business,en,English,2024-05-27,2024-04,6,4.7,Disappointing stay,"For 6 nights, the location was farther from transport than advertised, and it pulled down the overall stay, which shaped my impression of Lantern Inn. I expected a smoother stay based on the listing and score, which shaped my impression of Lantern Inn. I booked Lantern Inn for a work trip and stayed 6 nights.",location_positive,negative,false,,none,,,non_safety|location_positive|negative
HOST_FOCUS-00028,H4H-REV-00849,SRC-00849,host_focus,20260522,3320893530,PROP-0580,Cedar Lodge,mid_range_hotel,Bangkok,Thailand,13.745825,100.553968,waterfront,United States,solo,en,English,2025-06-09,2025-04,9,3.5,Worked well for the trip,"For 9 nights in Bangkok, breakfast had enough fresh options, and the stay felt straightforward at Cedar Lodge. I stayed at Cedar Lodge for 9 nights and arrived in the afternoon. Small things like clear instructions and a tidy room made the stay easy, which shaped my impression of Cedar Lodge.",breakfast,positive,false,,none,,,non_safety|breakfast|positive
HOST_FOCUS-00029,H4H-REV-07829,SRC-07829,host_focus,20260522,3320893530,PROP-0512,Canal Stay Bogotá,boutique_hotel,Bogotá,Colombia,4.723644,-74.017421,suburban,Brazil,friends,ar,Arabic,2026-04-06,2026-01,5,4.1,Good stay overall,ادلى المضيف بتعليقات شخصية غير مناسبة وحاول نقل تسجيل الوصول الى مكان خاص خلال اقامتي لمدة 5 ليال في Bogotá. لا اوصي به للنساء المسافرات وحدهن، ولاحظت ذلك اكثر لانني بقيت 5 ليال في Bogotá. كانت اقامة بسبب عطلة نهاية الاسبوع لمدة 5 ليال في Bogotá. كانت معظم الرسائل عبر الدردشة، لكن النبرة اصبحت شخصية اكثر مما ينبغي لحجز اقامة، وهذا غير طريقة استخدامي ل Canal Stay Bogotá. اكتب ذلك لانه قد يكون مهما جدا للمسافرين وحدهم خلال اقامتي لمدة 5 ليال في Bogotá. It is hard to explain but I felt uneasy coming back alone.,safety_host,positive,true,location,medium,uneasy_returning_alone,review_location_context,safety|location|medium|uneasy_returning_alone
HOST_FOCUS-00030,H4H-REV-02791,SRC-02791,host_focus,20260522,3320893530,PROP-0464,Station Lodge,luxury_hotel,Amsterdam,Netherlands,52.358125,4.856846,old_town,France,family,nl,Dutch,2025-11-10,2025-10,5,4.4,Comfortabel bezoek,"Voor 5 nachten in Amsterdam: het bed was comfortabel en de kamer voelde rustig, en het verblijf bleef eenvoudig tijdens dit conferentieverblijf bij Station Lodge. De meeste plannen waren buiten in Amsterdam, dus Station Lodge was vooral om bij te komen. De foto's kwamen goed overeen met wat ik bij aankomst aantrof bij Station Lodge.",comfort,positive,false,,none,,,non_safety|comfort|positive
HOST_FOCUS-00031,H4H-REV-01257,SRC-01257,host_focus,20260522,3320893530,PROP-0406,Vista Stay,mid_range_hotel,Jakarta,Indonesia,-6.169302,106.872830,waterfront,Germany,solo_female,en,English,2025-06-19,2025-05,3,1.6,Disappointing stay,"I checked in late in the evening and stayed at Vista Stay for 3 nights. I could overlook small things, but the location was farther from transport than advertised, so I left disappointed on this city break stay at Vista Stay. I expected a smoother stay based on the listing and score, which shaped my impression of Vista Stay.",location_positive,negative,false,,none,,,non_safety|location_positive|negative
HOST_FOCUS-00032,H4H-REV-07527,SRC-07527,host_focus,20260522,3320893530,PROP-0190,Harbor Rooms,boutique_hotel,Jakarta,Indonesia,-6.234524,106.799443,residential,Japan,couple,fr,French,2024-05-02,2024-03,2,4.2,Worked well enough,"C'etait un sejour de week-end, avec 2 nuits reservees a Harbor Rooms. L'hote est entre dans l'appartement avec tres peu de preavis pendant que j'etais dedans pendant mon sejour de 2 nuits a Jakarta. Je me suis sentie mal a l'aise et sans espace prive pendant mon sejour de 2 nuits a Jakarta. La situation aurait ete meilleure avec des limites plus claires et un autre contact, ce qui a change ma facon d'utiliser Harbor Rooms. Je le partage parce que cela peut beaucoup compter pour les personnes voyageant seules pendant mon passage a Harbor Rooms. It is hard to explain but I felt uneasy coming back alone.",safety_host,positive,true,location,medium,uneasy_returning_alone,review_location_context,safety|location|medium|uneasy_returning_alone
HOST_FOCUS-00033,H4H-REV-05804,SRC-05804,host_focus,20260522,3320893530,PROP-0138,Station Residences London,mid_range_hotel,London,United Kingdom,51.536084,-0.180859,nightlife_district,India,family,en,English,2025-08-03,2025-08,7,3.2,Fine for a short stay,"For 7 nights, service was correct but not very warm, but the stay felt more practical than memorable at Station Residences London. I checked in late in the evening and stayed at Station Residences London for 7 nights.",service,neutral,false,,none,,,non_safety|service|neutral
HOST_FOCUS-00034,H4H-REV-07361,SRC-07361,host_focus,20260522,3320893530,PROP-0297,Sol Rooms,hostel,Bangkok,Thailand,13.771230,100.544431,nightlife_district,Germany,business,en,English,2024-05-30,2024-05,4,3.8,Good stay,"Sol Rooms worked well for a work trip; the room was quiet enough to sleep well while I was in Bangkok for 4 nights. I checked in late in the evening and stayed at Sol Rooms for 4 nights. It was the kind of place I would use again for a short visit, which shaped my impression of Sol Rooms.",noise,positive,false,,none,,,non_safety|noise|positive
HOST_FOCUS-00035,H4H-REV-09720,SRC-09720,host_focus,20260522,3320893530,PROP-0080,Luma Lodge Vienna,mid_range_hotel,Vienna,Austria,48.223998,16.324374,central,India,couple,it,Italian,2024-01-02,2023-12,1,4.4,Comodo per il viaggio,"La prenotazione a Luma Lodge Vienna, Vienna, ha funzionato senza troppi intoppi per 1 notte a Luma Lodge Vienna. Ho prenotato Luma Lodge Vienna per un viaggio di coppia e sono rimasta 1 notte.",service,positive,false,,none,,,non_safety|service|positive
HOST_FOCUS-00036,H4H-REV-01981,SRC-01981,host_focus,20260522,3320893530,PROP-0268,Mosaic House,mid_range_hotel,Amsterdam,Netherlands,52.391492,4.922447,waterfront,Australia,business,en,English,2024-02-24,2024-02,4,4.8,Disappointing stay,"I could overlook small things, but check-in was confusing and poorly coordinated, so I left disappointed at Mosaic House. My main plan was to use Mosaic House between activities in Amsterdam. I expected a smoother stay based on the listing and score while I was in Amsterdam for 4 nights.",check_in,negative,false,,none,,,non_safety|check_in|negative
HOST_FOCUS-00037,H4H-REV-07899,SRC-07899,host_focus,20260522,3320893530,PROP-0407,Vista Lofts Copenhagen,hostel,Copenhagen,Denmark,55.705668,12.565230,nightlife_district,France,friends,nl,Dutch,2025-04-01,2025-02,7,4.6,Comfortabel bezoek,"Voor 7 nachten in Copenhagen: de kamer was rustig genoeg om goed te slapen, en het verblijf bleef eenvoudig tijdens dit conferentieverblijf bij Vista Lofts Copenhagen. Ik bleef 7 nachten bij Vista Lofts Copenhagen en kwam rond de inchecktijd aan.",noise,positive,false,,none,,,non_safety|noise|positive
HOST_FOCUS-00038,H4H-REV-00095,SRC-00095,host_focus,20260522,3320893530,PROP-0392,Riverside Lofts Bangkok,boutique_hotel,Bangkok,Thailand,13.728104,100.455843,central,United States,couple,fr,French,2024-08-03,2024-07,6,3.7,Confortable pour le voyage,"Trouver Riverside Lofts Bangkok a ete simple a mon arrivee tard le soir. La reservation a Riverside Lofts Bangkok, Bangkok, a fonctionne sans trop de friction pendant 6 nuits pendant ce sejour de sejour urbain a Riverside Lofts Bangkok. Des details comme des instructions claires et une chambre rangee ont facilite le sejour pendant mes 6 nuits a Bangkok.",location_positive,positive,false,,none,,,non_safety|location_positive|positive
HOST_FOCUS-00039,H4H-REV-03261,SRC-03261,host_focus,20260522,3320893530,PROP-0038,Station Rooms,budget_guesthouse,Milan,Italy,45.503272,9.214463,waterfront,Netherlands,solo_female,fr,French,2024-08-20,2024-07,7,2.4,Pourrait etre mieux,Station Rooms ne correspondait pas a ce que j'attendais a Milan; le bruit du couloir et de la rue a rendu le sommeil difficile pour une femme voyageant seule a Milan. Je suis restee 7 nuits a Station Rooms et je suis arrivee vers l'heure d'arrivee.,noise,negative,false,,none,,,non_safety|noise|negative
HOST_FOCUS-00040,H4H-REV-04391,SRC-04391,host_focus,20260522,3320893530,PROP-0073,Riverside Inn,boutique_hotel,Bangkok,Thailand,13.782178,100.477861,old_town,Mexico,family,es,Spanish,2024-07-04,2024-04,8,4.2,Estancia decepcionante,"Durante 8 noches, el bano necesitaba una limpieza mas profunda, y eso bajo la impresion general durante mi reserva de 8 noches en Riverside Inn. Reserve Riverside Inn para un viaje familiar y me quede 8 noches.",cleanliness,negative,false,,none,,,non_safety|cleanliness|negative
HOST_FOCUS-00041,H4H-REV-07313,SRC-07313,host_focus,20260522,3320893530,PROP-0502,Luma Residences,budget_guesthouse,Bogotá,Colombia,4.684169,-74.079386,suburban,Belgium,solo,it,Italian,2025-12-02,2025-10,9,4.1,Esperienza mista,"Sono rimasta 9 notti a Luma Residences e sono arrivata nel pomeriggio. Per 9 notti: il servizio era corretto ma poco caloroso, ma il soggiorno e stato piu pratico che memorabile per un viaggio in solitaria a Bogotá. Le basi c'erano, ma il soggiorno non sembrava particolarmente curato, cosa che ha influenzato la mia impressione di Luma Residences.",service,neutral,false,,none,,,non_safety|service|neutral
HOST_FOCUS-00042,H4H-REV-06349,SRC-06349,host_focus,20260522,3320893530,PROP-0120,Nomad House Mexico City,luxury_hotel,Mexico City,Mexico,19.472811,-99.123529,waterfront,India,couple,en,English,2025-07-12,2025-05,4,3.8,Could be better,"Nomad House Mexico City did not match what I expected in Mexico City; the room felt overpriced for what was provided, which shaped my impression of Nomad House Mexico City. I stayed at Nomad House Mexico City for 4 nights and arrived in the afternoon.",value,negative,false,,none,,,non_safety|value|negative
HOST_FOCUS-00043,H4H-REV-08946,SRC-08946,host_focus,20260522,3320893530,PROP-0179,Juniper House,boutique_hotel,Prague,Czechia,50.037654,14.432771,residential,Portugal,family,en,English,2024-12-20,2024-11,8,4.3,Worked well for the trip,"I mainly needed a reliable place in Prague, and the location was convenient for transit and restaurants on this weekend stay at Juniper House. I checked in around check-in time and stayed at Juniper House for 8 nights. The photos were close to what I found on arrival on this weekend stay at Juniper House.",location_positive,positive,false,,none,,,non_safety|location_positive|positive
HOST_FOCUS-00044,H4H-REV-05917,SRC-05917,host_focus,20260522,3320893530,PROP-0212,Juniper House,budget_guesthouse,Vienna,Austria,48.193115,16.364291,nightlife_district,France,couple,es,Spanish,2024-12-15,2024-11,7,4.2,Buena estancia,"Hice el check-in cerca de la hora de check-in y me quede 7 noches en Juniper House. Durante 7 noches en Vienna, los servicios coincidian con el anuncio, y la estancia fue sencilla en Juniper House. Las fotos se parecian bastante a lo que encontre al llegar en esta estancia de fin de semana en Juniper House.",amenities,positive,false,,none,,,non_safety|amenities|positive
