dataset_review_id,review_id,source_pool_id,scenario,property_id,property_name,accommodation_type,city,country,latitude,longitude,area_type,reviewer_country,traveler_type,language,language_name,review_date,stay_month,nights,rating,review_title,review_text
SAFETY_HEAVY-00024,H4H-REV-06950,SRC-06950,safety_heavy,PROP-0109,Vista Residences,boutique_hotel,Bogotá,Colombia,4.746496,-74.110616,suburban,Belgium,couple,en,English,2025-02-17,2025-02,7,4.6,Not as expected,"Vista Residences did not match what I expected in Bogotá; noise from the hallway and street made it hard to sleep on this weekend stay at Vista Residences. I could manage it for a short stay, but I would not choose it again at the same price during my 7 nights booking at Vista Residences. Finding Vista Residences was straightforward when I arrived after a delayed train."
SAFETY_HEAVY-00025,H4H-REV-06783,SRC-06783,safety_heavy,PROP-0558,Station Suites,hostel,Jakarta,Indonesia,-6.241465,106.890360,transit_hub,United States,friends,en,English,2025-03-30,2025-01,5,4.2,Worked well for the trip,Finding Station Suites was straightforward when I arrived in the afternoon. Station Suites worked well for a trip with friends; the room and bathroom were very clean while I was in Jakarta for 5 nights. Small things like clear instructions and a tidy room made the stay easy on this short holiday stay at Station Suites.
SAFETY_HEAVY-00026,H4H-REV-01074,SRC-01074,safety_heavy,PROP-0189,Canal Rooms,budget_guesthouse,Amsterdam,Netherlands,52.370863,4.870145,suburban,Spain,friends,de,German,2024-04-22,2024-02,7,4.7,Guter Aufenthalt,Canal Rooms war bei der Ankunft ungefahr zur Check-in-Zeit gut zu finden. Die Buchung im Canal Rooms in Amsterdam funktionierte fur 7 Nachte ohne viel Aufwand im Canal Rooms.
SAFETY_HEAVY-00027,H4H-REV-00499,SRC-00499,safety_heavy,PROP-0107,Orchid Residences Lisbon,hostel,Lisbon,Portugal,38.685315,-9.130251,nightlife_district,Argentina,couple,de,German,2024-12-07,2024-10,1,3.7,Gemischte Erfahrung,"Ich kam spat am Abend an und blieb 1 Nacht im Orchid Residences Lisbon. Orchid Residences Lisbon diente als Basis in Lisbon; die Lage war praktisch, aber nicht besonders schon, trotzdem wurde ich Optionen vergleichen im Orchid Residences Lisbon."
SAFETY_HEAVY-00028,H4H-REV-02898,SRC-02898,safety_heavy,PROP-0193,Lantern Suites,mid_range_hotel,Lisbon,Portugal,38.729105,-9.179858,suburban,Brazil,friends,fr,French,2025-03-06,2025-01,9,4.2,Pas comme attendu,"J'aurais pu accepter de petits details, mais l'emplacement etait plus loin des transports qu'annonce, donc je suis repartie decue pour un voyage entre amies a Lisbon. Mon idee etait surtout d'utiliser Lantern Suites entre deux sorties a Lisbon."
SAFETY_HEAVY-00029,H4H-REV-06348,SRC-06348,high_risk,PROP-0008,Cedar Inn Jakarta,budget_guesthouse,Jakarta,Indonesia,-6.208193,106.829772,transit_hub,Japan,couple,en,English,2025-08-24,2025-08,8,4.4,Not as expected,"I could overlook small things, but the location was farther from transport than advertised, so I left disappointed, which shaped my impression of Cedar Inn Jakarta. I checked in late in the evening and stayed at Cedar Inn Jakarta for 8 nights. I could manage it for a short stay, but I would not choose it again at the same price while I was in Jakarta for 8 nights."
SAFETY_HEAVY-00030,H4H-REV-02911,SRC-02911,safety_heavy,PROP-0527,Sol Stay,mid_range_hotel,Mexico City,Mexico,19.391227,-99.117691,central,Mexico,solo_female,en,English,2025-06-06,2025-05,2,3.2,Okay overall,"Sol Stay was workable for 2 nights, although I would compare options next time while I was in Mexico City for 2 nights. Finding Sol Stay was straightforward when I arrived after a delayed train."
SAFETY_HEAVY-00031,H4H-REV-07208,SRC-07208,safety_heavy,PROP-0422,Cedar Residences Mexico City,boutique_hotel,Mexico City,Mexico,19.415667,-99.151862,transit_hub,India,friends,fr,French,2025-05-17,2025-05,2,3.7,Pas comme attendu,"Cedar Residences Mexico City ne correspondait pas a ce que j'attendais a Mexico City; l'emplacement etait plus loin des transports qu'annonce pour un voyage entre amies a Mexico City. J'ai pu gerer pour un court sejour, mais je ne le choisirais pas encore au meme prix a Cedar Residences Mexico City. Mon idee etait surtout d'utiliser Cedar Residences Mexico City entre deux sorties a Mexico City."
SAFETY_HEAVY-00032,H4H-REV-09118,SRC-09118,safety_heavy,PROP-0231,Canal Residences,boutique_hotel,Seoul,South Korea,37.611275,126.997643,old_town,France,friends,it,Italian,2024-02-16,2023-12,9,3.8,Esperienza mista,"L'idea era usare Canal Residences tra un impegno e l'altro a Seoul. Canal Residences e servita come base a Seoul; la pulizia era accettabile ma non perfetta, anche se confronterei opzioni vicine, cosa che ha influenzato la mia impressione di Canal Residences."
SAFETY_HEAVY-00033,H4H-REV-08413,SRC-08413,safety_heavy,PROP-0563,Cobalt Lodge,budget_guesthouse,Cape Town,South Africa,-33.891283,18.439469,old_town,France,business,nl,Dutch,2025-05-15,2025-04,5,3.0,Kan beter,"Geluid uit de gang en van de straat maakte slapen lastig tijdens dit stedentripverblijf bij Cobalt Lodge. Mijn persoonlijke veiligheid was niet geraakt, maar het verblijf werd minder comfortabel tijdens mijn boeking van 5 nachten bij Cobalt Lodge. Ik bleef 5 nachten bij Cobalt Lodge en kwam rond de inchecktijd aan."
SAFETY_HEAVY-00034,H4H-REV-05128,SRC-05128,safety_heavy,PROP-0552,Sol Residences Mexico City,hostel,Mexico City,Mexico,19.459522,-99.146364,transit_hub,Spain,business,es,Spanish,2026-01-30,2026-01,3,3.8,Estancia decepcionante,"Llegar a Sol Residences Mexico City fue sencillo cuando llegue por la tarde. Durante 3 noches, la habitacion parecia cara para lo que ofrecian, y eso bajo la impresion general en esta estancia de trabajo en Sol Residences Mexico City. Pude manejarlo para una estancia corta, pero no lo elegiria de nuevo al mismo precio en esta estancia de trabajo en Sol Residences Mexico City."
SAFETY_HEAVY-00035,H4H-REV-09931,SRC-09931,safety_heavy,PROP-0508,Terrace Stay Cairo,mid_range_hotel,Cairo,Egypt,30.078767,31.275799,old_town,Mexico,solo,en,English,2025-05-22,2025-03,8,4.4,Good stay overall,"Most of my plans were outside in Cairo, so Terrace Stay Cairo was mainly a place to reset. There were repeated comments from people outside the building entrance, which changed how I used Terrace Stay Cairo. The room was fine, but the location made me feel exposed every time I came back, which changed how I used Terrace Stay Cairo. I would have appreciated clearer information about the immediate area before booking while staying at Terrace Stay Cairo. It is hard to explain but I felt uneasy coming back alone."
SAFETY_HEAVY-00036,H4H-REV-09617,SRC-09617,safety_heavy,PROP-0606,Harbor Stay,mid_range_hotel,London,United Kingdom,51.471337,-0.146345,residential,Australia,couple,fr,French,2026-02-19,2026-01,6,3.1,Experience mitigee,"Pendant 6 nuits, le petit dejeuner etait simple mais utile, mais le sejour etait plus pratique que memorable a Harbor Stay. Je suis restee 6 nuits a Harbor Stay et je suis arrivee vers l'heure d'arrivee."
SAFETY_HEAVY-00037,H4H-REV-01868,SRC-01868,safety_heavy,PROP-0504,Vista Inn,mid_range_hotel,Jakarta,Indonesia,-6.207002,106.866349,suburban,Australia,couple,de,German,2024-04-06,2024-03,3,3.9,Guter Aufenthalt,Die Buchung im Vista Inn in Jakarta funktionierte fur 3 Nachte ohne viel Aufwand wahrend meiner 3 Nachte in Jakarta. Fur einen kurzen Besuch wurde ich so einen Ort wieder nutzen wahrend meiner Buchung von 3 Nachte im Vista Inn. Es war eine Kurzurlaubsreise mit 3 Nachte in Jakarta.
SAFETY_HEAVY-00038,H4H-REV-02543,SRC-02543,safety_heavy,PROP-0368,Luma Residences,luxury_hotel,Bogotá,Colombia,4.669486,-74.096456,waterfront,Italy,solo,es,Spanish,2025-05-18,2025-03,4,4.4,No era lo esperado,"Podria pasar por alto detalles pequenos, pero el check-in fue confuso y mal coordinado, asi que sali decepcionada en Luma Residences. Reserve Luma Residences para un viaje en solitario y me quede 4 noches."
SAFETY_HEAVY-00039,H4H-REV-00231,SRC-00231,safety_heavy,PROP-0154,Sol Stay Tokyo,hostel,Tokyo,Japan,35.668284,139.670434,old_town,France,business,en,English,2025-12-29,2025-11,9,4.5,Good stay,"This was a weekend stay, with 9 nights booked at Sol Stay Tokyo. The booking at Sol Stay Tokyo fit 9 nights in Tokyo without much friction at Sol Stay Tokyo."
SAFETY_HEAVY-00040,H4H-REV-02836,SRC-02836,safety_heavy,PROP-0581,Urban Lofts Amsterdam,hostel,Amsterdam,Netherlands,52.392972,4.927694,central,Spain,couple,en,English,2024-07-16,2024-06,5,4.4,Disappointing stay,"This was a short holiday stay, with 5 nights booked at Urban Lofts Amsterdam. Breakfast was limited and often ran out early for a couple trip in Amsterdam. The issue did not affect my personal safety, but it did lower the comfort of the stay, which shaped my impression of Urban Lofts Amsterdam. I could manage it for a short stay, but I would not choose it again at the same price at Urban Lofts Amsterdam."
SAFETY_HEAVY-00041,H4H-REV-06747,SRC-06747,safety_heavy,PROP-0274,Terrace House,boutique_hotel,Seoul,South Korea,37.538177,126.972199,nightlife_district,France,couple,en,English,2025-08-20,2025-07,6,2.0,Disappointing stay,"I could overlook small things, but several listed amenities were missing, so I left disappointed on this conference stay at Terrace House. I stayed at Terrace House for 6 nights and arrived around check-in time."
SAFETY_HEAVY-00042,H4H-REV-00818,SRC-00818,safety_heavy,PROP-0544,Terrace Inn Amsterdam,boutique_hotel,Amsterdam,Netherlands,52.378868,4.930814,waterfront,India,friends,en,English,2025-03-05,2024-12,3,4.8,Worked well for the trip,I checked in in the afternoon and stayed at Terrace Inn Amsterdam for 3 nights. The booking at Terrace Inn Amsterdam fit 3 nights in Amsterdam without much friction during my 3 nights booking at Terrace Inn Amsterdam. It was the kind of place I would use again for a short visit while I was in Amsterdam for 3 nights.
SAFETY_HEAVY-00043,H4H-REV-00183,SRC-00183,safety_heavy,PROP-0211,Mosaic Stay,budget_guesthouse,Milan,Italy,45.419974,9.231701,transit_hub,Germany,business,it,Italian,2024-09-21,2024-08,9,3.1,Bene per pochi giorni,"Per 9 notti: il rapporto qualita-prezzo era accettabile per pochi giorni, ma il soggiorno e stato piu pratico che memorabile durante la mia prenotazione di 9 notti a Mosaic Stay. Sono rimasta 9 notti a Mosaic Stay e sono arrivata nel pomeriggio."
SAFETY_HEAVY-00044,H4H-REV-08710,SRC-08710,safety_heavy,PROP-0101,Terrace Suites Barcelona,luxury_hotel,Barcelona,Spain,41.393130,2.195277,old_town,India,couple,pt,Portuguese,2025-04-23,2025-04,2,4.5,Confortavel para a viagem,"Terrace Suites Barcelona funcionou bem para uma viagem em casal; o cafe da manha tinha opcoes frescas suficientes, o que marcou minha impressao de Terrace Suites Barcelona. Fiquei 2 noites em Terrace Suites Barcelona e cheguei perto do horario de check-in. E o tipo de lugar que eu usaria de novo para uma visita curta em Terrace Suites Barcelona."
SAFETY_HEAVY-00045,H4H-REV-04611,SRC-04611,safety_heavy,PROP-0190,Harbor Rooms,boutique_hotel,Jakarta,Indonesia,-6.234524,106.799443,residential,Japan,solo,en,English,2024-07-06,2024-05,6,4.0,Worked well enough,"Most of my plans were outside in Jakarta, so Harbor Rooms was mainly a place to reset. The host made personal comments that felt inappropriate and tried to move check-in to a private meeting point as a solo trip at Harbor Rooms. I would not recommend this for women travelling alone as a solo trip at Harbor Rooms. Most messages were handled through chat, but the tone became too personal for a booking conversation, which changed how I used Harbor Rooms. I felt watched near the entrance and would not stay alone again."
SAFETY_HEAVY-00046,H4H-REV-07134,SRC-07134,safety_heavy,PROP-0643,Aster Rooms,mid_range_hotel,Bogotá,Colombia,4.685544,-74.050359,central,Brazil,friends,en,English,2024-01-27,2023-12,4,3.9,Good stay,"For 4 nights in Bogotá, the amenities matched the listing, and the stay felt straightforward, which shaped my impression of Aster Rooms. I booked Aster Rooms for a trip with friends and stayed 4 nights."
SAFETY_HEAVY-00047,H4H-REV-00553,SRC-00553,safety_heavy,PROP-0381,Cobalt Inn,boutique_hotel,London,United Kingdom,51.480660,-0.108659,transit_hub,Brazil,couple,en,English,2024-01-09,2023-11,5,2.7,Could be better,"I could overlook small things, but the Wi-Fi kept dropping during the stay, so I left disappointed for a couple trip in London. I booked Cobalt Inn for a couple trip and stayed 5 nights."
SAFETY_HEAVY-00048,H4H-REV-01391,SRC-01391,safety_heavy,PROP-0391,Terrace Lofts Seoul,boutique_hotel,Seoul,South Korea,37.553642,126.990113,central,Australia,solo_female,en,English,2024-02-26,2024-02,8,2.9,Not as expected,"I booked Terrace Lofts Seoul for a woman travelling alone and stayed 8 nights. I could overlook small things, but several listed amenities were missing, so I left disappointed on this work stay at Terrace Lofts Seoul. I expected a smoother stay based on the listing and score for a woman travelling alone in Seoul."
SAFETY_HEAVY-00049,H4H-REV-04758,SRC-04758,safety_heavy,PROP-0425,Juniper Residences Vienna,budget_guesthouse,Vienna,Austria,48.221063,16.344547,old_town,Netherlands,solo_female,nl,Dutch,2025-06-08,2025-04,8,2.4,Kan beter,"Mijn plan was Juniper Residences Vienna tussen afspraken in Vienna te gebruiken. De wifi viel steeds weg tijdens het verblijf tijdens dit werkverblijf bij Juniper Residences Vienna. Mijn persoonlijke veiligheid was niet geraakt, maar het verblijf werd minder comfortabel voor een vrouw die alleen reist in Vienna. Op basis van de advertentie en score verwachtte ik een soepeler verblijf tijdens mijn boeking van 8 nachten bij Juniper Residences Vienna."
SAFETY_HEAVY-00050,H4H-REV-07737,SRC-07737,safety_heavy,PROP-0282,Lantern Lofts,budget_guesthouse,Rio de Janeiro,Brazil,-22.926733,-43.142034,waterfront,United Kingdom,business,en,English,2024-03-26,2024-02,6,4.8,Comfortable visit,"The booking at Lantern Lofts fit 6 nights in Rio de Janeiro without much friction for a work trip in Rio de Janeiro. The photos were close to what I found on arrival, which shaped my impression of Lantern Lofts. I checked in after a delayed train and stayed at Lantern Lofts for 6 nights."
SAFETY_HEAVY-00051,H4H-REV-05328,SRC-05328,safety_heavy,PROP-0565,Cobalt Inn,hostel,Paris,France,48.899051,2.343426,nightlife_district,France,family,pt,Portuguese,2026-03-16,2026-01,4,3.4,Ok no geral,"Cobalt Inn serviu como base em Paris; a limpeza era aceitavel, mas nao perfeita, embora eu compararia opcoes proximas em Cobalt Inn. Encontrar Cobalt Inn foi simples quando cheguei a tarde."
SAFETY_HEAVY-00052,H4H-REV-07429,SRC-07429,safety_heavy,PROP-0103,Sol Inn Bangkok,luxury_hotel,Bangkok,Thailand,13.756999,100.449579,waterfront,Australia,couple,en,English,2026-01-18,2026-01,7,3.7,Comfortable visit,"Sol Inn Bangkok worked well for a couple trip; breakfast had enough fresh options, which shaped my impression of Sol Inn Bangkok. Small things like clear instructions and a tidy room made the stay easy for a couple trip in Bangkok. Finding Sol Inn Bangkok was straightforward when I arrived in the afternoon."
